Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"KAJIAN PENDUGAAN AREA KECIL UNTUK STATISTIK
INDEKS HARGA KONSUMEN KABUPATEN/KOTA DI
PROVINSI JAWA BARAT DAN MALUKU",2020,ANDI OKTA FENGKI,"Consumer price index statistics (CPI) are needed as one indicator to know
the economic characteristics of an area. CPI statistics are needed up to the regencies/
municipalities level in this decentralization era. It’s like other important statistics
that are available up to the regencies/ municipalities level. On the other hand,
surveys to obtain CPI statistics are very limited so that CPI statistics are not
available in many regencies/ municipalities. The regencies/ municipalities that have
CPI statistics are incomplete in one province in all provinces in Indonesia.
There are two problems faced when the regency/municipality CPI needs to
be estimated. First is the resulted CPI statistics are only representative for urban
areas because in this area samples are available to estimate it. Second is the
existence of regencies/municipalities that do not have samples but their CPI
statistics need to be provided. The small area estimation (SAE) methods can be
applied as a solution to improve the accuracy of direct estimation results in area
samples and also obtain CPI statistics in non-sampled regencies/municipalities.
This study used the released data by BPS. The response variables were the
January 2018 consumer price index (CPI), obtained from the 2012 SBH and 2018
SHK. There were seven response variables according to the number of expenditure
groups. The auxiliary variables were obtained from the village potential data
collection in 2018 (PODES 2018). This PODES 2018 data was the result of
compilation of village administration data by BPS. There were 37 auxiliary
variables consisting of six aspects. The form data was the ratio of the existence of
villages in a regency/municipality based on these six aspects.
In this study, the regency/municipality CPI was estimated using the Fay-
Herriot model and the parameter were estimated by empirical best linear unbiased
predictor (EBLUP-FH). The results show that the EBLUP-FH can produce CPI
statistics at the sampled regencies/municipalities with better accuracy than direct
estimation in West Java Province. This is indicated by the value of the relative root
mean square error (RRMSE) of the EBLUP-FH CPI is smaller than the direct
estimator. The EBLUP-FH produced sample regency/municipality CPI statistics
with accuracy that was no better than direct estimation in Maluku Province. This
means that the EBLUP-FH estimator has not been able to improve the estimation
results directly with the sample size available in Maluku Province. Then, this study
improved the model using imputation for some observation with mean and
regression of CPI statistics, so the better EBLUP-FH estimator was obtained. The
EBLUP-FH can also produce non-sampled regency/municipality CPI statistics with
good result.","consumer price index, EBLUP, Fay-Herriot model, small area
estimation"
"ASIMETRI HARGA BERAS DAN DAGING SAPI
DI INDONESIA",2019,MULIA ARY MASHITOH,"This study analyzes the movement and asymmetry of rice and beef prices at
the producer and consumer level between regions in Indonesia. The data used in
this study is data on rice and beef prices at the producer and consumer level from
2010 to 2017. The method used in the analysis is the Error Correction Model
(ECM). The movement of rice and beef prices between regions in Indonesia
fluctuated throughout the period 2010-2017. The price of rice at the producer level
is more volatile than the price of rice at the consumer level. While the price of
beef at the consumer level is more volatile than the price of beef at the producer
level. Transmission of rice prices at the consumer level to prices at the producer
level occurs asymmetrically, both in the short term and in the long run. In
producer-consumer relations, the transmission of rice prices at the producer level
to prices at the consumer level occurs asymmetrically in the short term, but
symmetrically in the long run. While the transmission of beef prices at the
consumer level to prices at the producer level is symmetrical in both the short and
long term.","Price Asymmetry, Rice, Beef, ECM"
"ANALISIS PERGERAKAN DAN RISIKO HARGA CABAI
MERAH BESAR DAN BAWANG MERAH DI PASAR INDUK
KRAMAT JATI",2019,MUHAMAD MUHSONEF,"Red chili and shallot are important commodities within the Indonesian
economy. The price conditions of red chili and shallot in Kramat Jati Central Market
fluctuated. The price fluctuation of red chili and shallot indicate a price risk. The
purpose of this study was to analyze the movements and risks of the prices of red
chili and shallot in the Kramat Jati Central Market. The study used secondary data
on prices of red chili and shallot for the period of January 2014 to December 2016.
This study used descriptive analysis, a coefficient of variation and variance using
the ARCH-GARCH model. The results showed that the prices of red chili and
shallot fluctuated. The factors that influence the price of red chili at the current time
period were the supply of red chili during the current period and the price of chili
in the previous period. While the risk of red chili prices for the current period was
influenced by the volatility of the price of red chili one day before and the price
variance of one and two days before. The factors that influence the price of shallot
for the current period was the prices of shallot in the previous period. While the risk
of shallot prices for the current period was affected by the volatility of shallot prices
and the variance of shallot prices in one day before.","ARCH-GARCH, price risk, red chili, shallot"
"ASIMETRIS HARGA SKIM MILK POWDER DI PASAR
INDONESIA DAN INTERNASIONAL",2019,BILFAN NUR AULIA R.,"This study aims to analyze the real-price skim milk powder (SMP)
transmission in the Indonesian and international markets. The data used in this study
is a SMP price (HS 040210) starting from January 2010 to January 2019. The
method used in this study is the Error Correction Model (ECM) method. The results
of the study show that overall, there is a mutually integrated relationship between
SMP prices in the Indonesian and international markets. The results show that short-
term price transmission in the Indonesian market and international markets (the
United States of Australia, Belgium, and New Zealand) occurs asymmetrically in
the short due to adjustment costs. Meanwhile, there is no asymmetric price
transmission in the long run. This shows that there is no market power by the
Indonesian exporting country.","Asymmetrical prices, ECM method, Skim Milk Powder’s Price"
"PENGARUH BEA KELUAR TERHADAP HARGA TANDAN
BUAH SEGAR (TBS) DI INDONESIA",2019,ATIKA FAIZI CRAFTY,"The decline in Crude Palm Oil (CPO) price in couple years has a direct
impact on Indonesian palm oil market and farmers. In response to this
phenomenon the government remove the export tax of CPO to increase fresh fruit
bunches price in Indonesia. This study aims to determine the effect of export tax
of CPO on fresh fruit bunches price and analyzing the factors that influence it.
The analysis Error Correction Model was used to identify the variables that
significantly affect fresh fruit bunches price in Indonesia. The data used in this
study were monthly data from January 2010 to December 2017. Results showed
in the long run the fresh fruit bunches price is influenced by the export tax,
Indonesia crude palm oil (CPO) price, world price, export in Indonesia, and
exchange rates rupiah to US dollar. While in the short term fresh fruit bunches
price is influenced only by the world crude palm oil price.","Export Tax, Fresh Fruit Bunches Price, CPO, Error Correction Model"
"ANALISIS PENGARUH TINGKAT KONSUMSI KARET ALAM
DALAM NEGERI TERHADAP HARGA KARET ALAM
INDONESIA",2019,PENGGAWA PIETRA PRAMANANDA,"The decline in natural rubber prices in recent years has a direct impact on
Indonesia natural rubber market. In response to this phenomenon the government
plans to increase natural rubber domestic consumption to increase Indonesia rubber
prices. This study aims to determine the effect of increasing natural rubber domestic
consumption on natural rubber prices and the factors those influence it. The method
Error Correction Model was used to identify the variables that significantly affect
Indonesia natural rubber prices. The data used in this study are monthly data from
January 2012 to December 2017. Results showed in the long run the Indonesia
natural rubber price is influenced by the previous period of Indonesia natural rubber
prices, world natural rubber prices, world crude oil prices, and exchange rates
rupiah to US dollar. While in the short term, Indonesia natural rubber prices is
influenced by the previous period of Indonesia natural rubber prices, world natural
rubber prices, and exchange rates rupiah to US dollar. Natural rubber domestic
consumption is not significantly affect Indonesia natural rubber prices.","Error correction model, domestic consumption, natural rubber prices"
"VOLATILITAS HARGA SUSU SEGAR DI TIGA PROVINSI
PRODUSEN SUSU INDONESIA",2019,DIANI ALIYA SOFIA,"This study aims to analyze the volatility of fresh milk prices in three milk
producer provinces in Indonesia. This study uses secondary data from three
provinces in Indonesia during the period of June 2015 to December 2018. The
method used to analyze the volatility of fresh milk prices using the ARCH-GARCH
method and to analyze the factors that influence it using the VECM method. The
results of this study are volatile fresh milk prices occurring in West Java Province
which is influenced by the volatility of the previous period. Factors affecting the
volatility of prices of fresh milk in West Java occur in the short and long term. The
factors that influence in the long run are climate, world milk prices, and feed prices.","ARCH-GARCH, fresh milk prices, VECM, volatility"
"ANALISIS PENENTUAN HARGA OUTPUT MINIMUM
DI TINGKAT PETANI DALAM UPAYA PEMENUHAN
KEBUTUHAN RUMAHTANGGA PETANI
(Studi Kasus: Usahatani Padi di Desa Ciasmara Kecamatan
Pamijahan Kabupaten Bogor)",2019,DINA PRATIWI,"Rice is an important commodity as a staple food for Indonesian people.
But the number of farmers in Indonesia is decreasing and the welfare of farmers in
Indonesia is still low. Bogor Regency is one of the five regencies in West Java
Province that produces the largest amount of rice. The average price of paddy
grains in Bogor Regency is still below the West Java Province average price. This
price has not been able to create enough income for farmers to meet their
household needs. The purposes of this study are to: (1) Analyze the cost and
income structure of rice farming, (2) Analyze household expenditure of rice
farmers, (3) Analyze minimum output prices at the level of rice farmers in
Ciasmara Village. The method used in this study are the analysis of cost
structures, analysis of income, analysis of household expenditure, and analysis of
output prices. The results showed that the R/C value of the cash costs for planting
seasons I, II, and III were 4.81, 4.40 and 4.15, respectively. Farmer household
expenditure is greater for non-food expenditure than food. The minimum output
price that can meet the basic needs for three person household size is IDR 5 274
per kg of paddy grains and for four person household size is IDR 5 701 per kg of
paddy grains.","household expenditure, income, output price, paddy grains, rice
farming"
"PENGARUH PENDAPATAN DAN HARGA PANGAN
TERHADAP DIVERSIFIKASI KONSUMSI PANGAN POKOK
DI KAWASAN BARAT DAN TIMUR INDONESIA",2019,ADE DWI ARYANI,"Staple food consumption diversification is an effort to diversify food intended
for the people to not depend on one type of staple food commodity. Changes in
income and food prices will determine the ability of real purchasing power of the
people which ultimately affects the diversity of the types of staple food purchased.
This paper analyzes the effect of income and food prices on the staple food
consumption diversification in Western and Eastern Regions of Indonesia during
the period 2013-2017. This study uses the econometrics model in the form of panel
data with Fixed Effect Model (FEM) approach. The results show that income can
increase the staple food consumption diversification in Eastern Regions of
Indonesia, but it can reduce the staple food consumption diversification in Western
Region of Indonesia. This is due to differences in food expenditure in each region.
Food prices affect the staple food consumption diversification in both regions.
Stable and affordable food prices can increase food access so that people are able
to buy food commodities to meet their needs.","FEM, food prices, income, staple food consumption diversification"
"ANALISIS DAMPAK EL NINO TERHADAP HARGA
KOMODITAS POKOK PANGAN, INFLASI DAN
KEMISKINAN DI INDONESIA",2019,BRONSON MARPAUNG,"El Nino is one of the climate phenomena that has a direct impact on
Indonesia in the form of droughts, decreasing rainfall and decreasing agricultural
production. The first objective of this study was to analyze the influence of El
Nino and other variables on inflation and the second objective in this study was to
analyze the impact of El Nino and other variables on poverty. The method used is
the static panel method. this study uses data from 25 provinces in Indonesia.
Monthly data period from 2008-2015.
The dependent variable in this study is inflation and the number of poor
people. while the independent variables are food commodities such as Prices of
chili, Onions, Rice, Soybeans, Corn, El Nino, Inflation and PDRB. El Nino and
the price of food comodities have a positive and significant effect on inflation.
Inflation have a positive and significant effect on the number of poor people,
while PDRB have a negative significantly effect the number of poor people.
Based on this research it can be suggested that the government as a
policy maker in repeating and accommodating the impact of El Nino with policies
on food price supervision. The government strengthens the provision of
supporting facilities and infrastructure for agriculture by means of good irrigation.
The El Nino phenomenon has an impact on changing weather and climate from
changes in rainfall to the rainy season.","El Nino, Food Commodities, Inflation, Panel Data, Poverty"
"DAMPAK PENGEMBANGAN BIOFUELS TERHADAP
TRANSMISI VOLATILITAS HARGA BEBERAPA
KOMODITAS PANGAN DUNIA",2019,FATHIMAH SHOLIHAH,"The increasing global production of biofuels provides a new link between
crude oil and agricultural commodities. US and Indonesia are countries which have
been doing biofuels development. US used corn and Indonesia used palm oil as
feedstock of biofuels. Biofuels development leads increasing biofuels feedstock
demand. Unfortunately, this conditions gave impact on rising biofuels feedstock
prices and others agricultural commodities prices which has relationship with
biofuels feedstock, for instance meat chicken, rice, wheat and soybean.
The aims of this research are to analyze relationship between crude oil prices
and agricultural commodities prices through volatility pattern descriptions and
cointegration analysis, to analyze the impact of biofuels development which used
corn and palm oil on food prices through price transmission and price volatility
transmission; furthermore this research will compare the effect between corn and
palm oil to food prices. This paper will examine two types of transmission ; cross
commodity and spasial transmission. Using monthly data from 1960 to 2008, we
used some model to answer the purpose: ARCH GARCH model and Engle Granger
Cointegration test to examine relationship between crude oil prices and agricultural
commodities prices, VAR model identifies transmission in price while GARCH
BEKK model is used to identify transmission in volatility.
Based on the result, there are a relationship between crude oil and agricultural
prices. The relationship can be seen through similarity volatility pattern and
cointegration between them. Moreover, biofuels development give impact not only
increasing on biofuels feedstock prices but also on food prices. The volatility of
corn price is transmistted to five commodities: own past price, palm oil, rice,
soybean and wheat, but the volatility of palm oil is transmitted just to one
commodity, soybean. The findings of the study indicate that biofuels development
used corn as food commodity is more risk than used palm oil as plantation
commodity, then biofuels development does not give impact on domestic price in
Indonesia.","biofuels, GARCH BEKK, price transmission, price volatility
transmission"
"ANALISIS PENGARUH KARAKTERISTIK FISIK BERAS
TERHADAP HARGA BERAS
(Studi kasus di Bogor)",2018,LAYYINATUL KHOLIQOH,"Quality differences on rice has an influence on price differences of rice.
One of the factors that determines rice quality is its physical characteristics.
Bogor is one region in Indonesia which has a high rainfall, that the water content
of its rice is high and makes the rice’s quality lower. The purpose of this study is
to know the impact of rice physical characteristics on rice prices in Bogor. The
method used in this study is descriptive analysis method and hedonic price
analysis. Results showed that most rice in Bogor is categorized as Premium II
quality, according to its physical characteristics. Based on hedonic price analysis,
all independent variables used has a significant effect on rice prices. However,
only menir grain, broken grain, and ration of length to width variables that has
significant effects on rice prices in Bogor.","rice, hedonic price function, price, physical characteristics, quality"
"TRANSMISI DAN ASIMETRI HARGA BAWANG
MERAH DI INDONESIA",2018,MEI HARDIANTI UTARI,"Shallot is one of the commodities that given special attention of the
government, as an effort to anticipate inflation. In Indonesia, shallot cultivation is
done in a seasonal way, so there is an over supply that causes a decrease in the price
during the harvest season, while the price increases in the famine season. Price
fluctuations in horticultural commodities have more impact to farmer than trader,
they can provide more opportunities for traders to manipulate price information at
the farmer level and cause price asymmetry. The purpose of this study is to analyze
the transmission of shallot price in Indonesia used an Error Correction Models
(ECM) approach. This research used the daily data of shallot price at the producer,
central market, and consumer levels in 2017. The results of this study indicate there
is an asymmetry between producer and central market in the short run.","Asymmetry, ECM, Price Transmission, Shallot."
TRANSMISI DAN ASIMETRI HARGA CABAI DI INDONESIA,2018,MUTHIA RAHMA DEWI,"Chili (Capsicum sp) is one of the strategic horticultural commodities that
play an important role in the Indonesian economy. One of these roles can be seen
from the contribution of chili in the formation of national inflation rate. Prices
fluctuation in the marketing levels of chili will provide an opportunity for market
participants to manipulate prices. This can lead to the transmission of prices in the
marketing chain to be imperfect. Producer does not benefit from price increase at
the consumer level and the consumer does not benefit from the decline price in
producer price. The purposes of this study are to: (1) analyze price movement of
chilies at producer, wholesale market, and retail level in Indonesia, (2) analyze the
price asymmetric of chilies at producer, wholesale market, and retail level in
Indonesia. Secondary time series data daily 2017 which is the price of chilies was
used for the analysis. Source of data obtained from Kementerian Pertanian and
Info Pangan Jakarta. The research using a model Error Corection Model (ECM).
The results show that: (1) the price of chili change is faster at the producer level,
(2) asymmetric price of red chili and small chili occurs at the wholesale market
level. Asymmetric price of curly chili occurs at the producer to retail level.","chili, ECM, price asymmetric, price fluctuation"
"FAKTOR-FAKTOR YANG MEMENGARUHI RISIKO HARGA
BAWANG MERAH DI TINGKAT PETANI
DI KABUPATEN BREBES",2018,FAJRIANSYAH HENDRA PRATAMA,"Brebes Regency, Central Jawa is the greatest onion center in Indonesia. Seasonal
onion production potentially lead price risk in farmers level. Based on the fact
price risk received by the farmers, This research is intend to analyze onion price
movements in farmers level and to analyze the factors which affect onion price
risk in farmers level. Secondary data that used in this research is timeseries data
about price and production of shallots in farmers level years 2010-2017 which is
retrieved from Dinas Petanian Kabupaten Brebes and Dinas Perdagangan
Kabupaten Brebes. The research using standard deviation method for analyzing
the movement of onion price and using ARCH-GARCH method for analyzing the
affecting factors of onion price. The result of this research conclude that onion
price fluctuation in farmers level causing risk to the farmers. Onion price at last
period and onion production in this period are the factors that affecting the onion
price.","farmers, fluctuation, onion, price risk, seasonal"
TRANSMISI DAN ASIMETRI HARGA BERAS DI INDONESIA,2018,MUNA RIZKI HUTAMI,"Rice is one of the food crops commodity and carbohydrate source for
some of Indonesia's population, therefore, rice is used as an indicator of poverty.
The demand for rice is inelastic, hence the fluctuation of rice price becomes the
government's attention. The transmission of rice prices goes asymmetrically, thus
causing a high price disparity among agencies within the rice marketing chain.
This research aims to analyze the movement of rice prices at the level of
producers, wholesalers, and consumers, also analyze the asymmetry of rice prices
in Indonesia. This research uses secondary data as time series data, in the form of
medium and premium rice (1 January-31 December) daily data in 2017 while
employing Error Correction Model (ECM) method. The result of this research
reveals that based on the value of the coefficient variation (CV), producer price is
more fluctuated compared to the market price of the wholeseler and consumer.
Transmission analysis results of medium and premium rice prices indicates in the
long run for both types of rice is asymmetry.","Asymmetry Price, ECM, Rice"
"DAMPAK IMPOR TAPIOKA
TERHADAP HARGA UBI KAYU DI INDONESIA",2018,LURIANA TASLIM,"Indonesia’s tapioca import has increased over the past few years. As the main
component in tapioca production, cassava has a close relationship with tapioca. Cassava
price plays an important role in the lives of cassava farmers and its processing industry,
it also determines the competitiveness of Indonesia’s cassava and tapioca. Therefore,
cassava prices need to be observed. This study aims to analyze the factors that determines
Indonesia’s cassava prices and the impact of tapioca import policy on Indonesia’s cassava
price determination. The method Error Correction Model was used to identify which
variables have significant effects on the determination of Indonesia’s cassava prices.
Monthly time series data from January 2011 until December 2016 was used in this study.
Results showed that in the long-term, previous month’s cassava price, imported tapioca
price, tapioca import value, and exchange rate have significant effects on Indonesia’s
cassava prices. While in the short-term, variables that have significant effects on
Indonesia’s cassava prices are previous month’s cassava price, tapioca import value, and
domestic cassava production. Tapioca import volume does not have significant effects
on Indonesia’s cassava prices. Based on the results of this study, the right policies to be
applied are cassava’s production and productivity enhancement, which can be attained
through extensification and intensification programmes.","Error Correction Model, tapioca import, price determination, cassava"
"PENERAPAN METODE VAR-X UNTUK PEMODELAN DATA
DERET WAKTU DENGAN CALENDAR EFFECTS
(Studi Kasus: Data Harga Broiler dan Karkas di Jawa Barat
Tahun 2015-2018)",2018,ADE GUSALINDA,"One of the commodities that has quite varied price fluctuations is broiler and
carcass chicken. The context of forecasting is quite important considering the
policies that can be taken by the producer and even the strategies that can be taken
by consumers. This study attempts to modeling broiler and carcass prices together
with Vector Autoregressive (VAR) which is one method in time series analysis
that utilizes more than one time series variable. In addition, the effect of calendar
calendar events is also the topic of discussion in this study which is implemented
by the VAR-X method. As a result, the calendar effects variables that affect
broiler and carcass prices are February, the first week of Ramadan and Eid-ul-Fitr.
Furthermore, forecasting with VAR-X produces a pretty good value than VAR
with lower MAPE criteria.","calendar effects, broiler prices, carcass prices, VAR, VAR-X"
"KAITAN PERUBAHAN IKLIM TERHADAP HARGA
PANGAN SERTA HORTIKULTURA DI DAERAH
TERDAMPAK FENOMENA EL NINO DAN LA NINA",2018,HALIMAH CAHYANING FAJRI,"Climate change becomes a global issue because it has a wide impact on a
country’s socio-economic condition. The main factor influencing climate change
in Indonesia is El Nino Southern Oscillation (ENSO) consisting of three phases,
El Nino, Normal and La Nina phases. ENSO plays an important role in climate
variations and intensity of rainfall, so that it can affect the agricultural sector,
especially the food and horticulture crops sub-sector which is very vulnerable to
climate change. This research examines the impact of climate change on food and
horticulture prices such as rice, maize, soybean and red chili using the static panel
method. Cross section data focuses on the 10 most affected provinces of the
ENSO phenomenon, while time series data is used from 2011Q1 until 2016Q4.
The results show that El Nino significantly affects the increase of rice and
soybean price and the decrease of maize price. While La Nina significantly affects
the increase of rice price and the decrease of red chili price. In general, El Nino
has a bigger impact on food prices than La Nina.","el nino, food prices, la nina, data panel, climate change"
"ANALISIS STRATEGI PENETAPAN HARGA PRODUK SUSU
SAPI SEGAR DI CV SRIAGUNG JAYA MAKMUR
JAKARTA SELATAN",2018,MARIA SARAH DIVA SIMANJUNTAK,"CV Sriagung Jaya Makmur is one of 39 dairy cattles breeding companies in South
Jakarta that still stands to compete with other breeders. CV Sriagung Jaya
Makmur was established since 1974. The purpose of this study is to determine the
price of cow's milk products that can be used by CV Sriagung Jaya Makmur.
Analytical Hierarchy Process (AHP) processing and analytical data processing
methods (AHP) are processed using Expert Choice 11. The strategy of
determining the price of cow’s milk product applied by CV Sriagung Jaya
Makmur is not effective yet. The best alternative strategy for pricing of fresh
cow’s milk product based on calculate the production cost where the company
does not only try to attractive consumers but determine the basic price by all the
cost during the cultivation of dairy cattle.","AHP, cow’s milk, descriptive analysis, price"
"PERBANDINGAN VARIMA DAN GENERALIZED SPACE
TIME ARIMA DALAM MEMODELKAN HARGA CABAI",2018,BRIANDAMAR KENCANA,"Chili is an important commodity for the economy whereas increasing price
of chili contributes to large inflation of foodstuffs that occur in Indonesia. DKI
Jakarta Province is an area that does not produce chili. Meanwhile, the demand of
chile in DKI Jakarta is fulfilled by importing from other provinces mainly from
West Java Province, Central Java, and East Java. This indicates that there is a link
between the location on the price of chili in Java. Price of chili modeling in five
provinces in Java is intended to forecast the price of weekly chili not only related
to the previous time but also related to its surrounding provinces. The VARIMA
model is a dual variable time data forecasting data model. The model depends not
only on the lag of the variable itself but also influenced by other variables. Thus,
GSTARIMA model approach is data model development of time series with
multiple variables that include weighting location into the model. The results show
that the model produced to predict the price of chili using both models are VAR (3)
and GSTAR (3; 1) models. The mean absolute percentage error (MAPE) values
generated on the VAR model (3) is smaller than the GSTAR model (3;1). The
MAPE value generated by the VAR (3) model is 6.84% and R2 is 94.953%"," GSTARIMA, Price of Chili, VARIMA"
ANALISIS VOLATILITAS HARGA BAHAN PANGAN UTAMA DI INDONESIA,2017,MUHAMMAD GALIH PANGESTU,"""Indonesian agricultural products have price fluctuation (volatile food).
Volatile food issues, Agreement of Agriculture (AOA) issues, and food security
issues became the basis for analyzing the volatility of main food prices. Variable
of staple food used in this study, such as rice, sugar, and oil use the time series
data. Analysis price volatility focus of three indonesian areas, there are west
(Medan, Palembang, Jakarta, Semarang), central (Denpasar, Samarinda), and east
(Makassar, Jayapura) region. Methods of analysis used in this research is analysis
of the econometric forecasting model Autoregressive Intergrated Moving Average
(ARIMA) and Autoregressive Conditional Heteroscedasticity (ARCH) or
Generelized Autoregressive Conditional Heteroscedasticity (GARCH). ARCH-
GARCH analysis result indicate price of staple food and experience price
volatility. Rice price volatility was highest in Samarinda City, sugar price
volatility was highest in Semarang City, while oil price volatility was highest in
Semarang City.""","ARCH-GARCH, ARIMA , palm oil, rice, sugar, volatility"
"ANALISIS VOLATILITAS HARGA KOMODITAS BAWANG
MERAH DI KABUPATEN NGANJUK
(Studi Kasus: Harga Bawang Merah Pasar Warujayeng)",2017,ZUNA DYAH KUSUMA WARDHANI,"As one of the daily necessities, shallot is a horticultural crop that has
potential in agriculture. High consumption levels make the price of shallot tends to
fluctuate and vulnerable to inflation. As the second largest shallot production center
in Indonesia, researchers chose Nganjuk regency as the object of research. This
study aims to estimate the volatility of the price of shallot in Nganjuk regency with
the price of Shallot Market Warujayeng; And analyzing the factors may affect the
volatility of shallot prices in Warjayeng Market. The data used is secondary data
with time series type from January 2012 to December 2016. Econometrics model
used in this research is ARCH-GARCH model. Based on the analysis, it can be
concluded that the price of shallot commodity has volatility pattern in March and
July every year. The price of shallot in main market and also shallot's price of one
week ago is a variable that affect the volatility of shallot price in Warujayeng
Market. While the independent variables of rainfall, the price of shallot at Berbek
Market, and dummy pest has no significant effect on price volatility","ARCH GARCH, shallot, factors, price fluctuations, volatility rate"
"PERHITUNGAN HARGA POKOK PRODUKSI DAN
HARGA JUAL (STUDI KASUS PD SAKAR WANGI DAN
PD AMELIA JAYA) KABUPATEN BOGOR",2017,ARIS MUNANDAR,"Calculation of the cost of goods manufactured has an important role in
monitoring the realization of the cost of goods manufactured and the determination
of the selling price. This studyis conducted on small and medium enterprises
(SMEs) namely PD Sakar Wangi and PD Amelia Jaya. Determination of the cost
of goods manufactured in small and medium enterprises (SMEs) PD Sakar Wangi
and PD Amelia Jaya, is still simple.The calculation made only takes into account
the direct raw materials, direct labor costs and auxiliary materials. This study aims
to comparing the calculation method of the cost of goods manufactured using full
full costing approach applied by SMEs and determining the selling price of SMEs.
The results show that the calculation of the cost of goods manufactured of
mahogany door based on the calculation of PD Sakar Wangi and PD Amelia Jaya
is smaller than the calculation of the cost of goods manufactured using full costing
approach, the determination of selling price of based on the estimation of PD Sakar
Wangi and PD Amelia Jaya is smaller than the determination of selling price based
cost plus pricing method.","cost of goods manufactured, full costing, mahogany door"
"ANALISIS PERGERAKAN DAN RISIKO HARGA CABAI
DI PASAR INDUK KRAMAT JATI",2017,NOVA ISMAIL,"Chilies is one of horticulture commodities which is important for economy
of Indonesian society. Because, agribusiness of chilies involves many parties in its
system such as farmer, trader, and consumer. At trader level, especially at Kramat
Jati central market, chilies are the most heavily traded commodity in term of daily
commodity supply sent to central market. As for, chilies daily prices condition are
fluctuate. The fluctuations of chilies prices cause price risk for this commodity.
Price risk causes costs for trader. This study aims to analyze price movements and
chili price risk on trader level at Kramat Jati central market. The data used is daily
price period January 2013 to December 2015. This study used descriptive analysis,
coefficient variance and variance with ARCH-GARCH model. The factors
affecting the chili price in current period are the chili supply in current period and
chili price in previous period. While, the risk of chili price in current period is
affected by the volatility of chili price one day before and the variance of chili
price one day and two days before.","ARCH-GARCH model, chili, product price risk"
"ANALISIS HARGA CABAI MERAH BESAR DI PASAR
ECERAN JAKARTA DENGAN MENGGUNAKAN
ANALISIS GEROMBOL DERET WAKTU",2017,REGHINA ARDALOVA,"Red chili trading system in DKI Jakarta is determined by wholesalers and
retailers. Wholesalers at Pasar Induk Kramat Jati plays a role to distribute red chili
to all retailers in 43 local markets. Although all the supply of red chili comes from
Pasar Induk Kramat Jati, but the price of red chili in the local market tends to vary.
A considerable price difference in some local markets is the basic idea of this
research. This study aims to analyze the price of red chili by cluster all retail market
using clustering timeseries hierarchical method with ward linkage and CID as a
distance. The clustering result generated four group of retail market. Each grup
showed that there was a difference in price fluctuation, but in general each group
showed a similar pattern of price movements. The marketing mechanism between
each group and Pasar Induk Kramat Jati were not well integrated but did not indicate
market segmentation. However, prices in the retail market remain influenced by
prices at the Pasar Induk Kramat Jati, as can be seen from the t test significant result.
Meanwhile, based on correlation analysis, there was no correlation between the
distance of retail market to Pasar Induk Kramat Jati with the average weekly price
in each market, while population density in every sub-district showed reverse
relationship with correlation coefficient of -0.376.","CID, market integration, red chili prices, timeseries clustering"
"PENGEMBANGAN MODUL PELAPORAN HARGA KOMODITAS
PERTANIAN PADA APLIKASI PORTAL HARGA UNTUK
PETANI MENGGUNAKAN REST API",2017,SHELLAFURI BIRU MARDIKA,"Agricultural commodities price may fluctuate every day, one of the causes is the
middleman. The presence of middlemen may cause harm to the farmers, this is due to the
price gaming by middlemen. This research is the development of agricultural commodity
price reporting module for farmers side using the representational state transfer (REST)
Application Programming Interface (API) with the MySQL database. The method used in
this research is extreme programming. Data is processed on REST API using Node.js and
the results of the data is saved in the form of JSON. This study aims to facilitate the farmers
to present their harvest result and their aspirations to the government. In addition, the system
also allows farmers to see aspirations, prices of agricultural commodities, and results of
harves,t and support aspirations. The testing result using black box method showed that the
main function of Portal Harga application worked correctly according to the application
requirements.","agricultural commodities, fluctuation, price, REST API"
"SISTEM PENETAPAN HARGA JAGUNG DAN KEDELAI DI
PASAR TRADISIONAL JAKARTA TIMUR
(PERIODE 2011-2015)",2017,FUZAWATY ZIHAN KUSUMAH,"The maize production in 2015 just realize 24.84 ton million and can not
meet the national demand about 1.6 kilogram/capita/year. In another hand, the
soybean production, which realize 963.18 ton thousand, also can not meet the
national demand about 2.2 ton million. It cause a price fluctuation in maize and
soybean commodities. This study aims to analyze the pricing of maize and
soybean at the consumer level by using VECM and analyze market behavior of
East Jakarta in pricing at the consumer level by using game theory. The results
show that the maize price are positively influenced by the producer price, the
wholesale price, and the gasoline price while negatively influenced by the supply.
The soybean price is negatively influenced by the producer price and positively
influenced by the wholesale price. Sudden changes in supply cause a price
fluctuation on consumer. This probability occurs as the impact of dominant
strategy in pricing through market pricing strategy by commodity retailers.","game theory, maize, soybean, VECM"
